Time,k,d,n_init,max_iter,seed,n_folds,total_correct,out_of,percent_correct,train_score_T,train_score_B,avg_correct_T,avg_correct_B,model,infolder,result_folder,
Mon Apr 16 05:14:19 2018,4,5,5,400,2222,5,99,151,65.61290323,-29294.9026,-31359.22396,61.33333333,70,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152385282789,0.670376152
Mon Apr 16 07:00:52 2018,5,5,5,400,2222,5,80,151,53.05376344,-23959.11235,-29454.51637,84,22.5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/15238583321,0.319959583
Mon Apr 16 07:09:28 2018,6,5,5,400,1111,5,85,151,56.40860215,-23714.79391,-21222.34491,50.66666667,62.16666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152385182797,0.585609573
Mon Apr 16 08:32:26 2018,5,25,5,400,2222,5,84,151,55.59139785,-95326.28814,-108298.5645,60,51.16666667,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152387754562,0.527065217
Mon Apr 16 09:09:49 2018,6,5,5,400,9999,5,84,151,55.65591398,12420.05515,14003.46206,46.66666667,64.66666667,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152381991951,0.59100649
Mon Apr 16 10:04:47 2018,5,5,5,400,2222,5,91,151,60.25806452,3884.104569,4999.513612,49.33333333,71.33333333,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152387672784,0.63545761
Mon Apr 16 11:49:29 2018,5,25,5,400,2222,5,79,151,52.27956989,-117386.5366,-130061.6566,57.33333333,47.25,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152387106163,0.488347808
Mon Apr 16 13:28:36 2018,6,25,5,400,2222,5,83,151,54.90322581,-105667.0033,-118936.5957,57.33333333,52.41666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152388783997,0.530555556
Mon Apr 16 16:09:10 2018,5,25,5,400,3333,5,86,151,56.90322581,-96201.94294,-107693.2064,56,57.66666667,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152390585412,0.56547619
Mon Apr 16 17:04:13 2018,4,5,5,400,3333,5,75,151,49.65591398,-10234.37292,-10268.91653,52,47.33333333,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152390585389,0.485663082
Fri Apr 20 03:36:10 2018,4,5,5,400,2222,5,82,151,54.32258065,-10039.26153,-11462.80106,68,40.91666667,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152419253618,0.475076923
Fri Apr 20 10:53:23 2018,6,5,5,400,2222,5,84,151,55.69892473,12390.53379,14612.36454,50.66666667,60.83333333,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152421408658,0.570601758
Fri Apr 20 11:30:55 2018,5,5,5,400,1111,5,92,151,60.94623656,-27622.04797,-21706.45488,38.66666667,82.91666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152419191982,0.681818182
Fri Apr 20 11:34:40 2018,4,5,5,400,3333,5,98,151,64.94623656,-28816.77777,-29746.97244,65.33333333,64.66666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152422154694,0.649434163
Fri Apr 20 14:15:36 2018,4,25,5,400,3333,5,85,151,56.23655914,-130694.7897,-146484.1287,66.66666667,45.75,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152423891477,0.498983683
Fri Apr 20 18:04:47 2018,6,25,5,400,3333,5,84,151,55.5483871,-84131.05022,-94638.76726,54.66666667,56.16666667,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152425618777,0.549051923
Fri Apr 20 19:55:03 2018,5,5,5,400,3333,5,91,151,60.32258065,3361.367678,5218.684652,49.33333333,71.33333333,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152425646875,0.637737085
Sun Apr 22 18:20:19 2018,5,25,5,400,3333,5,82,151,54.27956989,-118389.9668,-129399.8647,48,60.33333333,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,results/152441948399,0.561659625
Sun Apr 22 20:57:57 2018,5,5,5,400,3333,5,84,151,55.59139785,-26583.18392,-26363.397,57.33333333,54,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152442065318,0.525810574
Sun Apr 22 21:32:27 2018,6,5,5,400,2222,5,83,151,55.03225806,-23695.05886,-21221.59228,48,61.91666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152441947217,0.582873164
Sun Apr 22 21:51:30 2018,6,5,5,400,3333,5,89,151,58.98924731,-23664.32864,-21357.38261,58.66666667,59.41666667,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,results/152441948393,0.586922095
